target_return,return,variance,std_dev,n_held,iterations,osqp_time_ms,wall_time_ms,status,refined
0.0019368822,0.0019368822,1.2141308269e-04,0.0110187605,38,25,2.0122,2.1439,solved,0
0.0019405133,0.0019405133,1.2141323671e-04,0.0110187675,38,25,1.6576,1.7965,solved,0
0.0019441444,0.0019441444,1.2141370162e-04,0.0110187886,37,25,1.6344,1.7890,solved,0
0.0019477755,0.0019477755,1.2141448354e-04,0.0110188241,37,25,1.6295,1.7342,solved,0
0.0019514066,0.0019514066,1.2141558251e-04,0.0110188739,37,25,1.6290,1.7144,solved,0
0.0019550378,0.0019550378,1.2141699858e-04,0.0110189382,37,25,1.6341,1.7565,solved,0
0.0019586690,0.0019586690,1.2141873170e-04,0.0110190168,37,25,1.6591,1.7926,solved,0
0.0019623002,0.0019623002,1.2142078190e-04,0.0110191099,37,25,1.6401,1.7751,solved,0
0.0019659311,0.0019659311,1.2142314895e-04,0.0110192173,37,25,1.6232,1.7411,solved,0
0.0019695622,0.0019695622,1.2142583316e-04,0.0110193391,37,25,1.6238,1.7355,solved,0
0.0019731934,0.0019731934,1.2142883452e-04,0.0110194752,37,25,1.9927,2.1923,solved,0
0.0019768245,0.0019768245,1.2143215284e-04,0.0110196258,37,25,1.8801,2.1674,solved,0
0.0019804557,0.0019804557,1.2143578831e-04,0.0110197908,37,25,1.6504,1.8063,solved,0
0.0019840868,0.0019840868,1.2143974073e-04,0.0110199701,37,25,1.6923,1.8659,solved,0
0.0019877180,0.0019877180,1.2144401033e-04,0.0110201638,37,25,1.6423,1.7860,solved,0
0.0019913492,0.0019913492,1.2144859621e-04,0.0110203719,38,25,1.8464,2.1227,solved,0
0.0019949803,0.0019949803,1.2145348493e-04,0.0110205937,38,25,1.6469,1.7963,solved,0
0.0019986115,0.0019986115,1.2145867193e-04,0.0110208290,38,25,1.6597,1.8657,solved,0
0.0020022426,0.0020022426,1.2146415694e-04,0.0110210778,38,25,1.6966,1.8894,solved,0
0.0020058738,0.0020058738,1.2146994025e-04,0.0110213402,38,25,1.7091,1.8874,solved,0
0.0020095050,0.0020095050,1.2147602171e-04,0.0110216161,38,25,1.7223,1.8884,solved,0
0.0020131361,0.0020131361,1.2148240115e-04,0.0110219055,38,25,1.7517,1.9198,solved,0
0.0020167671,0.0020167671,1.2148907854e-04,0.0110222084,38,25,1.6559,1.8147,solved,0
0.0020203983,0.0020203983,1.2149605444e-04,0.0110225249,38,25,1.7979,1.9878,solved,0
0.0020240295,0.0020240295,1.2150332746e-04,0.0110228548,39,25,1.6849,1.8374,solved,0
0.0020276605,0.0020276605,1.2151088386e-04,0.0110231975,39,25,1.7465,1.9442,solved,0
0.0020312918,0.0020312918,1.2151872061e-04,0.0110235530,39,25,1.7433,1.9323,solved,0
0.0020349230,0.0020349230,1.2152683687e-04,0.0110239211,39,25,1.6935,1.8302,solved,0
0.0020385542,0.0020385542,1.2153523286e-04,0.0110243019,39,25,1.6243,1.7347,solved,0
0.0020421854,0.0020421854,1.2154390857e-04,0.0110246954,39,25,1.6596,1.7812,solved,0
0.0020458166,0.0020458166,1.2155286401e-04,0.0110251015,39,25,1.6319,1.7474,solved,0
0.0020494479,0.0020494479,1.2156209943e-04,0.0110255204,39,25,1.7783,1.9434,solved,0
0.0020530791,0.0020530791,1.2157161432e-04,0.0110259519,39,25,1.6565,1.8198,solved,0
0.0020567102,0.0020567102,1.2158140866e-04,0.0110263960,39,25,1.6561,1.8065,solved,0
0.0020603415,0.0020603415,1.2159148328e-04,0.0110268528,39,25,2.0553,2.3385,solved,0
0.0020639726,0.0020639726,1.2160183706e-04,0.0110273223,39,25,1.9029,2.1643,solved,0
0.0020676036,0.0020676036,1.2161247025e-04,0.0110278044,39,25,2.0331,2.2561,solved,0
0.0020712349,0.0020712349,1.2162338405e-04,0.0110282992,39,25,1.6660,1.8239,solved,0
0.0020748659,0.0020748659,1.2163457665e-04,0.0110288067,39,25,1.6559,1.7770,solved,0
0.0020784972,0.0020784972,1.2164604990e-04,0.0110293268,39,25,1.6205,1.7125,solved,0
0.0020821285,0.0020821285,1.2165780290e-04,0.0110298596,39,25,1.6243,1.7103,solved,0
0.0020857597,0.0020857597,1.2166983542e-04,0.0110304050,38,25,1.6284,1.7306,solved,0
0.0020893910,0.0020893910,1.2168216360e-04,0.0110309639,38,25,1.6111,1.7030,solved,0
0.0020930221,0.0020930221,1.2169479704e-04,0.0110315365,38,25,1.6193,1.7084,solved,0
0.0020966534,0.0020966534,1.2170773713e-04,0.0110321230,38,25,1.6821,1.8261,solved,0
0.0021002846,0.0021002846,1.2172098282e-04,0.0110327233,38,25,1.7024,1.8704,solved,0
0.0021039158,0.0021039158,1.2173453445e-04,0.0110333374,38,25,1.6618,1.8118,solved,0
0.0021075470,0.0021075470,1.2174839203e-04,0.0110339654,38,25,1.6220,1.7264,solved,0
0.0021111782,0.0021111782,1.2176255762e-04,0.0110346073,37,25,1.7288,1.8582,solved,0
0.0021148094,0.0021148094,1.2177704573e-04,0.0110352637,37,25,1.6312,1.7594,solved,0
0.0021184404,0.0021184404,1.2179185835e-04,0.0110359349,37,25,1.6441,1.7736,solved,0
0.0021220716,0.0021220716,1.2180699711e-04,0.0110366207,37,25,1.6321,1.7398,solved,0
0.0021257027,0.0021257027,1.2182246077e-04,0.0110373213,37,25,1.7078,1.8404,solved,0
0.0021293338,0.0021293338,1.2183824974e-04,0.0110380365,37,25,1.6186,1.7220,solved,0
0.0021329650,0.0021329650,1.2185436448e-04,0.0110387664,37,25,1.6219,1.7394,solved,0
0.0021365962,0.0021365962,1.2187080455e-04,0.0110395111,37,25,1.6707,1.8189,solved,0
0.0021402274,0.0021402274,1.2188756995e-04,0.0110402704,37,25,1.6613,1.8438,solved,0
0.0021438586,0.0021438586,1.2190466068e-04,0.0110410444,37,25,1.6616,1.8163,solved,0
0.0021474898,0.0021474898,1.2192207675e-04,0.0110418330,37,25,1.7384,1.8974,solved,0
0.0021511209,0.0021511209,1.2193981765e-04,0.0110426364,37,25,1.6725,1.7983,solved,0
0.0021547520,0.0021547520,1.2195790426e-04,0.0110434553,36,25,1.6981,1.7919,solved,0
0.0021583832,0.0021583832,1.2197635775e-04,0.0110442907,37,25,1.6093,1.7111,solved,0
0.0021620142,0.0021620142,1.2199516735e-04,0.0110451423,37,25,1.6004,1.6852,solved,0
0.0021656453,0.0021656453,1.2201433457e-04,0.0110460099,37,25,1.7752,1.9821,solved,0
0.0021692761,0.0021692761,1.2203385542e-04,0.0110468935,38,25,1.7640,1.9800,solved,0
0.0021729073,0.0021729073,1.2205373121e-04,0.0110477930,38,25,1.6978,1.8848,solved,0
0.0021765383,0.0021765383,1.2207395868e-04,0.0110487085,39,25,1.6291,1.7393,solved,0
0.0021801695,0.0021801695,1.2209454005e-04,0.0110496398,39,25,1.7435,1.8744,solved,0
0.0021838005,0.0021838005,1.2211547305e-04,0.0110505870,39,25,1.6508,1.7677,solved,0
0.0021874316,0.0021874316,1.2213675940e-04,0.0110515501,39,25,1.6286,1.7310,solved,0
0.0021910627,0.0021910627,1.2215839852e-04,0.0110525291,39,25,1.6598,1.7442,solved,0
0.0021946939,0.0021946939,1.2218039103e-04,0.0110535239,39,25,1.6089,1.6824,solved,0
