target_return,return,variance,std_dev,n_held,iterations,osqp_time_ms,wall_time_ms,status,refined
0.0000708236,0.0000708236,3.0464069968e-04,0.0174539594,12,25,14.1681,14.4587,solved,0
0.0000727746,0.0000727746,3.0464081618e-04,0.0174539628,12,25,10.5573,10.7869,solved,0
0.0000747261,0.0000747261,3.0464116216e-04,0.0174539727,12,25,10.3715,10.5884,solved,0
0.0000766772,0.0000766772,3.0464173748e-04,0.0174539892,12,25,10.1946,10.3873,solved,0
0.0000786284,0.0000786284,3.0464254221e-04,0.0174540122,12,25,9.8174,10.0376,solved,0
0.0000805798,0.0000805798,3.0464357647e-04,0.0174540418,12,25,10.7859,10.9893,solved,0
0.0000825310,0.0000825310,3.0464484004e-04,0.0174540780,12,25,10.0050,10.1930,solved,0
0.0000844820,0.0000844820,3.0464633285e-04,0.0174541208,12,25,9.7767,10.0196,solved,0
0.0000864331,0.0000864331,3.0464805511e-04,0.0174541701,12,25,10.0170,10.2185,solved,0
0.0000883845,0.0000883845,3.0465000707e-04,0.0174542261,12,25,9.9670,10.1298,solved,0
0.0000903357,0.0000903357,3.0465218824e-04,0.0174542885,12,25,10.2094,10.3970,solved,0
0.0000922869,0.0000922869,3.0465459881e-04,0.0174543576,12,25,10.0135,10.2050,solved,0
0.0000942382,0.0000942382,3.0465723893e-04,0.0174544332,12,25,9.9141,10.0916,solved,0
0.0000961894,0.0000961894,3.0466010832e-04,0.0174545154,12,25,9.8635,10.0331,solved,0
0.0000981405,0.0000981405,3.0466320695e-04,0.0174546042,12,25,10.0836,10.2640,solved,0
0.0001000916,0.0001000916,3.0466653496e-04,0.0174546995,12,25,10.3438,10.5503,solved,0
0.0001020430,0.0001020430,3.0467009292e-04,0.0174548014,12,25,10.0476,10.2651,solved,0
0.0001039941,0.0001039941,3.0467387973e-04,0.0174549099,12,25,10.5271,10.7568,solved,0
0.0001059452,0.0001059452,3.0467789591e-04,0.0174550249,12,25,9.8751,10.1736,solved,0
0.0001078963,0.0001078963,3.0468214148e-04,0.0174551466,12,25,14.2647,14.5240,solved,0
0.0001098477,0.0001098477,3.0468661713e-04,0.0174552748,12,25,10.4223,10.6515,solved,0
0.0001117989,0.0001117989,3.0469132174e-04,0.0174554095,12,25,10.4990,10.7393,solved,0
0.0001137501,0.0001137501,3.0469625098e-04,0.0174555507,13,25,10.4663,10.8007,solved,0
0.0001157014,0.0001157014,3.0470137867e-04,0.0174556976,13,25,14.0142,14.3176,solved,0
0.0001176528,0.0001176528,3.0470670075e-04,0.0174558500,13,25,11.2025,11.4286,solved,0
0.0001196042,0.0001196042,3.0471221697e-04,0.0174560080,13,25,11.0785,11.3001,solved,0
0.0001215555,0.0001215555,3.0471792704e-04,0.0174561716,13,25,12.8347,13.0610,solved,0
0.0001235065,0.0001235065,3.0472383030e-04,0.0174563407,13,25,12.4986,12.7621,solved,0
0.0001254578,0.0001254578,3.0472992858e-04,0.0174565154,13,25,12.3905,12.6740,solved,0
0.0001274093,0.0001274093,3.0473622163e-04,0.0174566956,13,25,10.0961,10.4180,solved,0
0.0001293606,0.0001293606,3.0474270744e-04,0.0174568814,14,25,10.2573,10.5126,solved,0
0.0001313118,0.0001313118,3.0474938010e-04,0.0174570725,14,25,11.0286,11.2616,solved,0
0.0001332630,0.0001332630,3.0475623852e-04,0.0174572689,14,25,10.4168,10.6942,solved,0
0.0001352141,0.0001352141,3.0476328234e-04,0.0174574707,14,25,12.1630,12.4319,solved,0
0.0001371656,0.0001371656,3.0477051341e-04,0.0174576778,14,25,12.4401,12.7939,solved,0
0.0001391169,0.0001391169,3.0477792952e-04,0.0174578902,14,25,11.1047,11.3840,solved,0
0.0001410679,0.0001410679,3.0478553022e-04,0.0174581079,14,25,10.2389,10.4610,solved,0
