target_return,return,variance,std_dev,n_held,iterations,osqp_time_ms,wall_time_ms,status,refined
0.0021019640,0.0021019640,1.3685527685e-04,0.0116985160,25,25,1.4852,1.6023,solved,0
0.0021058122,0.0021058122,1.3685538073e-04,0.0116985205,25,25,1.3113,1.4848,solved,0
0.0021096603,0.0021096603,1.3685569055e-04,0.0116985337,25,25,1.2912,1.4344,solved,0
0.0021135085,0.0021135085,1.3685620633e-04,0.0116985557,25,25,1.2662,1.3736,solved,0
0.0021173565,0.0021173565,1.3685692802e-04,0.0116985866,25,25,1.2372,1.3229,solved,0
0.0021212044,0.0021212044,1.3685785563e-04,0.0116986262,25,25,1.2425,1.3202,solved,0
0.0021250526,0.0021250526,1.3685898925e-04,0.0116986747,25,25,1.2760,1.3621,solved,0
0.0021289007,0.0021289007,1.3686032879e-04,0.0116987319,25,25,1.2301,1.3156,solved,0
0.0021327489,0.0021327489,1.3686187432e-04,0.0116987980,25,25,1.2538,1.3558,solved,0
0.0021365968,0.0021365968,1.3686362566e-04,0.0116988728,25,25,1.2473,1.3421,solved,0
0.0021404450,0.0021404450,1.3686558308e-04,0.0116989565,25,25,1.2208,1.2963,solved,0
0.0021442931,0.0021442931,1.3686774640e-04,0.0116990490,25,25,1.2353,1.3144,solved,0
0.0021481411,0.0021481411,1.3687011560e-04,0.0116991502,25,25,1.2460,1.3316,solved,0
0.0021519894,0.0021519894,1.3687269095e-04,0.0116992603,25,25,1.2205,1.3041,solved,0
0.0021558371,0.0021558371,1.3687547181e-04,0.0116993791,25,25,1.2468,1.3587,solved,0
0.0021596853,0.0021596853,1.3687845898e-04,0.0116995068,25,25,1.2424,1.3592,solved,0
0.0021635334,0.0021635334,1.3688165201e-04,0.0116996432,25,25,1.2489,1.3521,solved,0
0.0021673815,0.0021673815,1.3688505099e-04,0.0116997885,25,25,1.2935,1.4346,solved,0
0.0021712296,0.0021712296,1.3688865592e-04,0.0116999426,25,25,1.2876,1.4548,solved,0
0.0021750777,0.0021750777,1.3689246679e-04,0.0117001054,25,25,1.2814,1.4562,solved,0
0.0021789258,0.0021789258,1.3689648360e-04,0.0117002771,25,25,1.2400,1.3632,solved,0
0.0021827740,0.0021827740,1.3690070647e-04,0.0117004575,25,25,1.2331,1.3305,solved,0
0.0021866221,0.0021866221,1.3690513518e-04,0.0117006468,25,25,1.2430,1.3192,solved,0
0.0021904700,0.0021904700,1.3690976959e-04,0.0117008448,25,25,1.2732,1.3490,solved,0
0.0021943180,0.0021943180,1.3691461006e-04,0.0117010517,25,25,1.2164,1.2888,solved,0
0.0021981662,0.0021981662,1.3691965666e-04,0.0117012673,26,25,1.2339,1.3060,solved,0
0.0022020141,0.0022020141,1.3692490850e-04,0.0117014917,26,25,1.2278,1.3629,solved,0
0.0022058624,0.0022058624,1.3693036649e-04,0.0117017249,26,25,1.2258,1.3001,solved,0
0.0022097104,0.0022097104,1.3693602966e-04,0.0117019669,26,25,1.2318,1.3041,solved,0
0.0022135585,0.0022135585,1.3694189858e-04,0.0117022177,26,25,1.2314,1.3075,solved,0
0.0022174067,0.0022174067,1.3694797326e-04,0.0117024772,26,25,1.2237,1.2982,solved,0
0.0022212547,0.0022212547,1.3695425323e-04,0.0117027455,26,25,1.2368,1.3119,solved,0
0.0022251025,0.0022251025,1.3696073845e-04,0.0117030226,26,25,1.2253,1.2974,solved,0
0.0022289507,0.0022289507,1.3696742994e-04,0.0117033085,26,25,1.2220,1.3164,solved,0
0.0022327989,0.0022327989,1.3697432706e-04,0.0117036032,26,25,1.2372,1.3224,solved,0
0.0022366470,0.0022366470,1.3698142959e-04,0.0117039066,26,25,1.2258,1.2976,solved,0
0.0022404950,0.0022404950,1.3698873754e-04,0.0117042188,26,25,1.2222,1.2922,solved,0
0.0022443431,0.0022443431,1.3699625129e-04,0.0117045398,26,25,1.2251,1.2955,solved,0
0.0022481913,0.0022481913,1.3700397084e-04,0.0117048695,26,25,1.2729,1.3455,solved,0
0.0022520393,0.0022520393,1.3701189558e-04,0.0117052081,26,25,1.2559,1.3608,solved,0
0.0022558874,0.0022558874,1.3702002614e-04,0.0117055554,26,25,1.2601,1.3564,solved,0
0.0022597355,0.0022597355,1.3702836230e-04,0.0117059114,26,25,1.2309,1.3086,solved,0
0.0022635835,0.0022635835,1.3703690384e-04,0.0117062763,26,25,1.2193,1.2905,solved,0
0.0022674315,0.0022674315,1.3704565097e-04,0.0117066499,26,25,1.2300,1.3019,solved,0
0.0022712796,0.0022712796,1.3705460393e-04,0.0117070322,26,25,1.2282,1.3007,solved,0
0.0022751277,0.0022751277,1.3706377064e-04,0.0117074237,25,25,1.2630,1.3395,solved,0
0.0022789758,0.0022789758,1.3707317265e-04,0.0117078253,26,25,1.2367,1.3090,solved,0
0.0022828239,0.0022828239,1.3708280925e-04,0.0117082368,26,25,1.2368,1.3083,solved,0
0.0022866719,0.0022866719,1.3709268014e-04,0.0117086583,25,25,1.2304,1.3013,solved,0
0.0022905201,0.0022905201,1.3710279310e-04,0.0117090902,25,25,1.2497,1.3215,solved,0
